iter	Logloss
0	0.5109071682
1	0.3720326491
2	0.2723939169
3	0.2016920974
4	0.1454361321
5	0.1085942124
6	0.07971980081
7	0.05915334957
8	0.04548169527
9	0.03511854364
10	0.02701396748
11	0.02056268173
12	0.01599900372
13	0.0128225084
14	0.01021122839
15	0.008133186291
16	0.006656376922
17	0.005444365356
18	0.004462863588
19	0.003609212875
20	0.003056951314
21	0.002651793808
22	0.002274098164
23	0.001959038622
24	0.001741755848
25	0.001541906896
26	0.001363483073
27	0.001202207866
28	0.001081685895
29	0.0009735029101
30	0.0008630976868
31	0.0007802575783
32	0.0007203268484
33	0.0006707117821
34	0.0006199342686
35	0.0005743271945
36	0.0005338046473
37	0.0004870853057
38	0.0004563990919
39	0.0004324245828
40	0.0004098309012
41	0.0003907823952
42	0.0003725077983
43	0.0003558301114
44	0.000339686461
45	0.0003250752932
46	0.000310562797
47	0.0002904383678
48	0.0002744506545
49	0.0002667586653
50	0.0002592265053
51	0.0002515246778
52	0.0002453373093
53	0.0002391056431
54	0.0002329490847
55	0.0002271535355
56	0.0002220710337
57	0.000212375729
58	0.0002070711936
59	0.0001988707603
60	0.0001917732728
61	0.0001897307893
62	0.0001874607962
63	0.0001853051387
64	0.0001831399499
65	0.0001814121061
66	0.0001797154821
67	0.0001775920943
68	0.0001760668343
69	0.0001745365962
70	0.0001726678795
71	0.0001708141611
72	0.0001690868591
73	0.0001674621251
74	0.0001651313227
75	0.0001635247691
76	0.0001589771303
77	0.0001537605487
78	0.0001526171124
79	0.0001498790946
80	0.0001498790946
81	0.0001479296776
82	0.0001478971965
83	0.000147725497
84	0.0001450863411
85	0.0001450863411
86	0.0001450863411
87	0.0001450863411
88	0.0001450863411
89	0.0001450863411
90	0.0001450863411
91	0.0001450863411
92	0.0001450863411
93	0.0001450863411
94	0.0001450863411
95	0.0001451239229
96	0.0001451239229
97	0.0001451239229
98	0.0001451239229
99	0.000145132098
100	0.0001451148036
101	0.0001451148036
102	0.0001451148036
103	0.0001451148036
104	0.0001451148036
105	0.0001451148036
106	0.0001414321133
107	0.0001414321133
108	0.0001414796661
109	0.0001414796661
110	0.0001414796661
111	0.0001415961214
112	0.0001415961214
113	0.0001415701153
114	0.0001414337484
115	0.0001416068731
116	0.0001416148688
117	0.000141543798
118	0.0001418699906
119	0.0001414112485
120	0.0001414252622
121	0.0001414252622
122	0.0001414252622
123	0.0001414252622
124	0.0001414252622
125	0.0001414252622
126	0.0001414252622
127	0.0001414252622
128	0.0001414267855
129	0.0001414267855
130	0.0001414267855
131	0.0001414267855
132	0.0001414267855
133	0.0001415599799
134	0.0001414261214
135	0.0001414261214
136	0.0001415858146
137	0.0001415858146
138	0.0001415303011
139	0.0001415303011
140	0.0001415273279
141	0.0001415192454
142	0.0001415192454
143	0.000141434339
144	0.000141434339
145	0.000141434339
146	0.000141434339
147	0.0001415566599
148	0.0001415692564
149	0.0001415179727
150	0.0001415179727
151	0.0001415179727
152	0.0001415304359
153	0.0001415304359
154	0.0001415021819
155	0.0001415021819
156	0.0001415021819
157	0.000141388392
158	0.000141388392
159	0.0001415405514
160	0.0001415405514
161	0.0001415405514
162	0.0001415405514
163	0.000141474725
164	0.0001414782836
165	0.0001414315149
166	0.0001414315149
167	0.0001414284512
168	0.0001414284512
169	0.0001414284512
170	0.0001413360137
171	0.0001413360137
172	0.0001413030171
173	0.0001413030171
174	0.0001413030171
175	0.0001414311957
176	0.0001414634786
177	0.0001414634786
178	0.0001414634786
179	0.0001414634786
180	0.0001414634786
181	0.0001414634786
182	0.0001414634786
183	0.0001414420456
184	0.0001414472761
185	0.0001414472761
186	0.0001414202528
187	0.0001414202528
188	0.0001414202528
189	0.0001414202528
190	0.000141432421
191	0.000141432421
192	0.000141432421
193	0.0001413937607
194	0.0001412538734
195	0.0001412538734
196	0.0001412538734
197	0.0001412538734
198	0.0001412538734
199	0.0001412538734
200	0.0001412538734
201	0.0001412538734
202	0.0001412538734
203	0.0001412538734
204	0.0001412538734
205	0.0001412734931
206	0.0001412734931
207	0.0001412734931
208	0.0001412734931
209	0.0001414335259
210	0.0001414368254
211	0.0001414368254
212	0.0001412834976
213	0.0001412834976
214	0.0001414397414
215	0.0001414211325
216	0.0001414211325
217	0.0001414211325
218	0.0001414211325
219	0.0001414211325
220	0.0001413950432
221	0.0001413950432
222	0.0001413950432
223	0.0001413950432
224	0.0001414052048
225	0.0001414052048
226	0.0001414052048
227	0.0001412733632
228	0.0001412733632
229	0.0001412733632
230	0.0001412733632
231	0.0001412733632
232	0.0001412733632
233	0.0001412733632
234	0.0001412733632
235	0.0001412733632
236	0.000141293548
237	0.000141293548
238	0.000141293548
239	0.0001412571865
240	0.0001412571865
241	0.0001412571865
242	0.0001412571865
243	0.0001412571865
244	0.0001412571865
245	0.0001412571865
246	0.0001412571865
247	0.0001412571865
248	0.0001414446056
249	0.0001414446056
250	0.0001414446056
251	0.0001414446056
252	0.0001414446056
253	0.0001414446056
254	0.0001414446056
255	0.0001414446056
256	0.0001414446056
257	0.0001414446056
258	0.0001414446056
259	0.0001414446056
260	0.0001414446056
261	0.0001414446056
262	0.0001414446056
263	0.0001414446056
264	0.0001414446056
265	0.0001414446056
266	0.0001414446056
267	0.0001414446056
268	0.0001414446056
269	0.0001414446056
270	0.0001414446056
271	0.0001414446056
272	0.0001414446056
273	0.0001414446056
274	0.0001414446056
275	0.0001414446056
276	0.0001414446056
277	0.0001414446056
278	0.0001414446056
279	0.0001414446056
280	0.0001414446056
281	0.0001414446056
282	0.0001414446056
283	0.0001414446056
284	0.0001414446056
285	0.0001414446056
286	0.0001414446056
287	0.0001414446056
288	0.0001414446056
289	0.0001414446056
290	0.0001414446056
291	0.0001414446056
292	0.0001414446056
293	0.0001414446056
294	0.0001414446056
295	0.0001414446056
296	0.0001414446056
297	0.0001414446056
298	0.0001414446056
299	0.0001414446056
300	0.0001414446056
301	0.0001414446056
302	0.0001414446056
303	0.0001414446056
304	0.0001414446056
305	0.0001414446056
306	0.0001414446056
307	0.0001414446056
308	0.0001414446056
309	0.0001414446056
310	0.0001414446056
311	0.0001414446056
312	0.0001414446056
313	0.0001414446056
314	0.0001414446056
315	0.0001414446056
316	0.0001414446056
317	0.0001414446056
318	0.0001414446056
319	0.0001414446056
320	0.0001414446056
321	0.0001414446056
322	0.0001414446056
323	0.0001414446056
324	0.0001414446056
325	0.0001414446056
326	0.0001414446056
327	0.0001414446056
328	0.0001414446056
329	0.0001414446056
330	0.0001414446056
331	0.0001414446056
332	0.0001414446056
333	0.0001414446056
334	0.0001414446056
335	0.0001414446056
336	0.0001414446056
337	0.0001414446056
338	0.0001414446056
339	0.0001414446056
340	0.0001414446056
341	0.0001414446056
342	0.0001414446056
343	0.0001414446056
344	0.0001414446056
345	0.0001414446056
346	0.0001414446056
347	0.0001414446056
348	0.0001414446056
349	0.0001414446056
350	0.0001414446056
351	0.0001414446056
352	0.0001414446056
353	0.0001414446056
354	0.0001414446056
355	0.0001414446056
356	0.0001414446056
357	0.0001414446056
358	0.0001414446056
359	0.0001414446056
360	0.0001414446056
361	0.0001414446056
362	0.0001414446056
363	0.0001414446056
364	0.0001414446056
365	0.0001414446056
366	0.0001414446056
367	0.0001414446056
368	0.0001414446056
369	0.0001414446056
370	0.0001414446056
371	0.0001414446056
372	0.0001414446056
373	0.0001414446056
374	0.0001414446056
375	0.0001414446056
376	0.0001414446056
377	0.0001414446056
378	0.0001414446056
379	0.0001414446056
380	0.0001414446056
381	0.0001414446056
382	0.0001414446056
383	0.0001414446056
384	0.0001414446056
385	0.0001414446056
386	0.0001414446056
387	0.0001414446056
388	0.0001414446056
389	0.0001414446056
390	0.0001414446056
391	0.0001414446056
392	0.0001414446056
393	0.0001414446056
394	0.0001414446056
395	0.0001414446056
396	0.0001414446056
397	0.0001414446056
398	0.0001414446056
399	0.0001414446056
400	0.0001414446056
401	0.0001414446056
402	0.0001414446056
403	0.0001414446056
404	0.0001414446056
405	0.0001414446056
406	0.0001414446056
407	0.0001414446056
408	0.0001414446056
409	0.0001414446056
410	0.0001414446056
411	0.0001414446056
412	0.0001414446056
413	0.0001414446056
414	0.0001414446056
415	0.0001414446056
416	0.0001414446056
417	0.0001414446056
418	0.0001414446056
419	0.0001414446056
420	0.0001414446056
421	0.0001414446056
422	0.0001414446056
423	0.0001414446056
424	0.0001414446056
425	0.0001414446056
426	0.0001414446056
427	0.0001414446056
428	0.0001414446056
429	0.0001414446056
430	0.0001414446056
431	0.0001414446056
432	0.0001414446056
433	0.0001414446056
434	0.0001414446056
435	0.0001414446056
436	0.0001414446056
437	0.0001414446056
438	0.0001414446056
439	0.0001414446056
440	0.0001414446056
441	0.0001414446056
442	0.0001414446056
443	0.0001414446056
444	0.0001414446056
445	0.0001414446056
446	0.0001414446056
447	0.0001414446056
448	0.0001414446056
449	0.0001414446056
450	0.0001414446056
451	0.0001414446056
452	0.0001414446056
453	0.0001414446056
454	0.0001414446056
455	0.0001414446056
456	0.0001414446056
457	0.0001414446056
458	0.0001414446056
459	0.0001414446056
460	0.0001414446056
461	0.0001414446056
462	0.0001414446056
463	0.0001414446056
464	0.0001414446056
465	0.0001414446056
466	0.0001414446056
467	0.0001414446056
468	0.0001414446056
469	0.0001414446056
470	0.0001414446056
471	0.0001414446056
472	0.0001414446056
473	0.0001414446056
474	0.0001414446056
475	0.0001414446056
476	0.0001414446056
477	0.0001414446056
478	0.0001414446056
479	0.0001414446056
480	0.0001414446056
481	0.0001414446056
482	0.0001414446056
483	0.0001414446056
484	0.0001414446056
485	0.0001414446056
486	0.0001414446056
487	0.0001414446056
488	0.0001414446056
489	0.0001414446056
490	0.0001414446056
491	0.0001414446056
492	0.0001414446056
493	0.0001414446056
494	0.0001414446056
495	0.0001414446056
496	0.0001414446056
497	0.0001414446056
498	0.0001414446056
499	0.0001414446056
500	0.0001414446056
501	0.0001414446056
502	0.0001414446056
503	0.0001414446056
504	0.0001414446056
505	0.0001414446056
506	0.0001414446056
507	0.0001414446056
508	0.0001414446056
509	0.0001414446056
510	0.0001414446056
511	0.0001414446056
512	0.0001414446056
513	0.0001414446056
514	0.0001414446056
515	0.0001414446056
516	0.0001414446056
517	0.0001414446056
518	0.0001414446056
519	0.0001414446056
520	0.0001414446056
521	0.0001414446056
522	0.0001414446056
523	0.0001414446056
524	0.0001414446056
525	0.0001414446056
526	0.0001414446056
527	0.0001414446056
528	0.0001414446056
529	0.0001414446056
530	0.0001414446056
531	0.0001414446056
532	0.0001414446056
533	0.0001414446056
534	0.0001414446056
535	0.0001414446056
536	0.0001414446056
537	0.0001414446056
538	0.0001414446056
539	0.0001414446056
540	0.0001414446056
541	0.0001414446056
542	0.0001414446056
543	0.0001414446056
544	0.0001414446056
545	0.0001414446056
546	0.0001414446056
547	0.0001414446056
548	0.0001414446056
549	0.0001414446056
550	0.0001414446056
551	0.0001414446056
